alter,beruf,familienstand,bildungsstand,default,saldo,immobilien,gehalt,kontaktart,tag,monat,dauer,kampagne,btage,vorzugehorigkeit,bausgabe,y
46,technician,verheiratet,sekundaer,no,499,yes,no,cellular,31,jul,37,10,-1,0,unknown,no
32,management,ledig,tertiaer,no,656,yes,yes,cellular,20,apr,148,2,-1,0,unknown,no
27,services,verheiratet,sekundaer,no,100,no,no,cellular,16,jul,57,2,-1,0,unknown,no
35,technician,geschieden,sekundaer,no,69,yes,no,unknown,8,may,461,3,-1,0,unknown,no
53,technician,verheiratet,unknown,no,619,no,no,unknown,17,jun,198,6,-1,0,unknown,no
29,services,ledig,sekundaer,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown,no
35,management,ledig,tertiaer,no,0,no,no,cellular,29,aug,669,6,-1,0,unknown,no
49,management,verheiratet,tertiaer,no,87,no,no,cellular,29,jan,165,1,-1,0,unknown,no
58,management,verheiratet,tertiaer,no,3228,no,no,cellular,19,aug,58,2,-1,0,unknown,no
40,management,ledig,tertiaer,no,1361,no,no,cellular,29,jan,1473,1,-1,0,unknown,yes
19,student,ledig,unknown,no,0,no,no,cellular,11,feb,123,3,-1,0,unknown,no
30,student,ledig,tertiaer,no,34,yes,no,unknown,6,may,289,1,-1,0,unknown,no
34,technician,ledig,sekundaer,no,318,no,yes,cellular,25,jul,239,5,-1,0,unknown,no
60,retired,verheiratet,sekundaer,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,no
28,student,ledig,tertiaer,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
46,management,verheiratet,tertiaer,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
49,blue-collar,geschieden,primaer,no,15,yes,no,unknown,27,may,550,7,-1,0,unknown,no
59,management,geschieden,tertiaer,no,7813,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
44,technician,ledig,sekundaer,no,-27,yes,yes,unknown,14,may,100,3,-1,0,unknown,no
33,technician,verheiratet,tertiaer,no,75,no,no,cellular,21,jul,204,4,-1,0,unknown,no
54,retired,verheiratet,sekundaer,no,1139,yes,no,cellular,14,may,155,1,177,7,failure,no
26,blue-collar,verheiratet,sekundaer,no,115,yes,no,unknown,4,jul,46,3,-1,0,unknown,no
54,blue-collar,verheiratet,sekundaer,no,0,no,no,telephone,16,apr,1366,1,150,1,failure,no
48,housemaid,verheiratet,primaer,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
30,services,ledig,tertiaer,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes
29,management,ledig,tertiaer,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes
51,entrepreneur,verheiratet,tertiaer,no,3921,yes,no,cellular,5,may,168,1,-1,0,unknown,no
53,unemployed,verheiratet,primaer,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes
43,blue-collar,verheiratet,sekundaer,no,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown,no
34,admin.,verheiratet,tertiaer,no,2552,yes,yes,cellular,25,sep,74,1,-1,0,unknown,no
40,entrepreneur,verheiratet,tertiaer,no,1729,yes,no,cellular,12,may,85,1,-1,0,unknown,no
43,technician,verheiratet,sekundaer,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no
33,admin.,ledig,sekundaer,no,-300,yes,yes,cellular,25,jul,184,1,-1,0,unknown,no
66,retired,verheiratet,sekundaer,no,4785,no,no,cellular,13,aug,72,3,-1,0,unknown,no
44,technician,geschieden,sekundaer,no,-329,yes,no,unknown,7,may,171,1,-1,0,unknown,no
33,services,verheiratet,sekundaer,no,0,yes,no,telephone,22,jul,44,8,-1,0,unknown,no
31,technician,ledig,sekundaer,no,391,no,no,cellular,13,aug,336,2,-1,0,unknown,no
71,retired,verheiratet,primaer,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes
22,student,ledig,primaer,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
46,unemployed,ledig,tertiaer,no,705,no,no,cellular,4,feb,398,1,-1,0,unknown,no
32,services,verheiratet,sekundaer,no,255,yes,yes,unknown,21,may,86,2,-1,0,unknown,no
45,blue-collar,verheiratet,sekundaer,no,4365,no,yes,cellular,9,feb,45,2,-1,0,unknown,no
32,management,verheiratet,sekundaer,no,350,yes,no,unknown,28,may,110,2,-1,0,unknown,no
49,blue-collar,verheiratet,primaer,no,474,yes,yes,telephone,9,feb,152,3,221,1,failure,no
27,technician,ledig,sekundaer,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,yes
46,entrepreneur,verheiratet,sekundaer,no,757,no,no,unknown,16,jun,382,3,-1,0,unknown,no
37,management,ledig,tertiaer,no,695,no,no,cellular,28,jan,233,1,-1,0,unknown,no
30,unemployed,ledig,sekundaer,yes,-770,yes,no,unknown,28,may,87,1,-1,0,unknown,no
44,self-employed,geschieden,sekundaer,no,80,yes,yes,unknown,14,may,387,2,-1,0,unknown,no
45,technician,verheiratet,sekundaer,no,315,yes,no,cellular,30,jun,103,1,-1,0,unknown,no
27,student,ledig,sekundaer,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown,yes
57,housemaid,verheiratet,primaer,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,no
66,management,verheiratet,tertiaer,no,2169,no,no,cellular,7,jul,282,1,-1,0,unknown,no
40,admin.,geschieden,sekundaer,no,212,no,no,unknown,7,jan,176,1,-1,0,unknown,no
48,blue-collar,verheiratet,sekundaer,no,333,yes,no,cellular,14,may,24,6,-1,0,unknown,no
33,blue-collar,ledig,sekundaer,no,4404,yes,no,cellular,20,nov,766,3,-1,0,unknown,no
42,services,geschieden,sekundaer,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes
47,unemployed,verheiratet,sekundaer,no,3188,yes,no,cellular,3,feb,426,3,-1,0,unknown,no
27,technician,ledig,tertiaer,no,3083,yes,no,unknown,29,may,244,2,-1,0,unknown,no
78,retired,verheiratet,tertiaer,no,226,no,no,telephone,6,nov,136,1,-1,0,unknown,no
50,services,verheiratet,primaer,no,1260,no,no,cellular,18,nov,172,1,-1,0,unknown,no
46,entrepreneur,ledig,tertiaer,no,1410,yes,no,cellular,19,nov,93,1,189,8,failure,no
41,admin.,geschieden,sekundaer,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes
36,admin.,ledig,tertiaer,no,980,no,no,cellular,11,nov,118,4,104,7,failure,no
49,retired,verheiratet,primaer,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown,no
46,management,geschieden,tertiaer,no,-154,yes,yes,unknown,27,may,107,2,-1,0,unknown,no
77,retired,verheiratet,primaer,no,680,no,no,telephone,24,feb,513,2,89,7,failure,no
30,technician,ledig,tertiaer,no,799,yes,yes,unknown,6,jun,91,18,-1,0,unknown,no
43,management,ledig,sekundaer,yes,-1164,yes,yes,cellular,18,jul,76,4,-1,0,unknown,no
44,blue-collar,verheiratet,sekundaer,no,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown,no
40,blue-collar,verheiratet,primaer,no,98,yes,no,unknown,2,jun,193,5,-1,0,unknown,no
38,blue-collar,verheiratet,primaer,no,3419,yes,no,unknown,20,jun,324,5,-1,0,unknown,no
25,unemployed,ledig,tertiaer,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,yes
49,management,verheiratet,tertiaer,no,852,yes,no,cellular,20,nov,408,1,-1,0,unknown,no
33,blue-collar,verheiratet,primaer,no,50,yes,no,cellular,7,may,246,2,-1,0,unknown,no
40,management,ledig,tertiaer,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no
44,blue-collar,verheiratet,primaer,no,10,yes,no,cellular,17,jul,196,1,-1,0,unknown,no
32,blue-collar,verheiratet,sekundaer,no,950,yes,yes,cellular,20,apr,219,4,-1,0,unknown,no
52,management,verheiratet,tertiaer,no,0,yes,no,cellular,9,jul,197,1,-1,0,unknown,no
35,management,verheiratet,tertiaer,no,175,yes,no,cellular,7,aug,257,2,-1,0,unknown,no
35,technician,verheiratet,sekundaer,no,-259,yes,no,cellular,29,jan,381,1,247,2,failure,no
32,management,verheiratet,sekundaer,no,6217,yes,yes,unknown,21,may,486,2,-1,0,unknown,no
42,technician,verheiratet,sekundaer,no,-1310,yes,yes,unknown,28,may,162,1,-1,0,unknown,no
59,blue-collar,verheiratet,unknown,no,139,no,no,unknown,5,jun,153,1,-1,0,unknown,no
44,technician,ledig,sekundaer,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes
50,admin.,geschieden,sekundaer,no,1111,yes,no,cellular,17,apr,50,1,-1,0,unknown,no
27,blue-collar,ledig,sekundaer,no,113,no,no,cellular,22,jul,39,17,-1,0,unknown,no
55,management,geschieden,tertiaer,no,-612,no,no,cellular,26,aug,131,2,-1,0,unknown,no
54,blue-collar,verheiratet,unknown,no,310,yes,no,telephone,28,jan,526,4,258,3,other,no
31,unemployed,ledig,sekundaer,no,-186,yes,no,unknown,26,may,172,3,-1,0,unknown,no
56,admin.,verheiratet,unknown,no,2038,no,no,cellular,8,feb,405,1,305,1,success,no
51,self-employed,verheiratet,tertiaer,no,833,no,no,cellular,31,jul,77,3,-1,0,unknown,no
61,blue-collar,verheiratet,primaer,no,625,yes,no,unknown,19,may,158,2,-1,0,unknown,no
34,technician,ledig,sekundaer,no,105,yes,no,cellular,7,may,146,2,171,3,failure,no
56,blue-collar,verheiratet,primaer,no,551,no,no,unknown,29,may,27,1,-1,0,unknown,no
29,student,ledig,unknown,no,145,no,no,cellular,14,aug,105,1,-1,0,unknown,no
34,management,ledig,tertiaer,no,618,yes,no,unknown,3,jun,119,4,-1,0,unknown,no
35,services,ledig,sekundaer,no,1063,yes,yes,cellular,16,apr,327,1,-1,0,unknown,no
56,admin.,geschieden,sekundaer,no,985,no,yes,cellular,18,aug,150,2,-1,0,unknown,no
45,blue-collar,verheiratet,sekundaer,no,2926,yes,yes,cellular,19,nov,482,3,120,2,failure,no
31,admin.,ledig,sekundaer,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,no
37,entrepreneur,geschieden,tertiaer,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes
43,admin.,verheiratet,sekundaer,no,0,yes,no,cellular,17,jul,674,3,-1,0,unknown,no
40,management,verheiratet,unknown,no,419,yes,no,cellular,10,jul,347,1,-1,0,unknown,no
44,management,verheiratet,primaer,no,4758,yes,no,cellular,22,jul,712,6,-1,0,unknown,yes
38,admin.,ledig,sekundaer,no,-23,no,no,cellular,20,nov,48,2,-1,0,unknown,no
58,management,geschieden,tertiaer,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,unknown,no
24,blue-collar,ledig,sekundaer,no,77,yes,no,unknown,16,may,236,2,-1,0,unknown,no
53,services,verheiratet,sekundaer,no,1378,yes,no,cellular,18,jul,91,2,-1,0,unknown,no
36,blue-collar,verheiratet,sekundaer,no,-73,yes,yes,cellular,18,may,15,8,-1,0,unknown,no
28,blue-collar,verheiratet,primaer,no,60,yes,no,cellular,6,may,161,1,337,1,failure,no
45,blue-collar,verheiratet,primaer,no,137,yes,yes,unknown,16,may,187,19,-1,0,unknown,no
32,admin.,ledig,tertiaer,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure,no
46,admin.,verheiratet,sekundaer,no,-121,yes,yes,cellular,8,jul,214,4,-1,0,unknown,no
28,blue-collar,ledig,sekundaer,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,no
51,unemployed,verheiratet,sekundaer,no,-13,yes,no,cellular,13,may,361,1,364,1,failure,no
51,blue-collar,verheiratet,primaer,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,no
30,technician,ledig,sekundaer,no,4787,yes,no,unknown,4,jun,99,2,-1,0,unknown,no
39,technician,verheiratet,sekundaer,yes,-183,yes,no,unknown,14,may,202,2,-1,0,unknown,no
28,blue-collar,verheiratet,primaer,no,702,yes,no,unknown,26,jun,318,2,-1,0,unknown,no
31,management,ledig,tertiaer,no,1494,no,no,cellular,13,aug,275,12,-1,0,unknown,no
31,blue-collar,verheiratet,primaer,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown,no
38,management,verheiratet,tertiaer,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,no
31,blue-collar,ledig,sekundaer,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure,no
74,retired,geschieden,sekundaer,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,yes
40,management,ledig,tertiaer,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
43,technician,verheiratet,sekundaer,no,7876,yes,no,cellular,11,aug,209,2,-1,0,unknown,no
34,technician,ledig,tertiaer,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,yes
54,management,geschieden,tertiaer,no,7010,no,no,cellular,11,mar,275,2,-1,0,unknown,no
51,blue-collar,verheiratet,primaer,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
33,blue-collar,verheiratet,sekundaer,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown,no
41,technician,verheiratet,tertiaer,no,0,no,no,unknown,20,jun,95,1,-1,0,unknown,no
33,management,ledig,tertiaer,no,3170,no,no,cellular,28,oct,246,2,-1,0,unknown,no
48,admin.,verheiratet,sekundaer,no,8,no,yes,cellular,7,jul,46,1,-1,0,unknown,no
42,self-employed,geschieden,tertiaer,no,216,yes,no,cellular,8,may,144,3,-1,0,unknown,no
35,management,ledig,tertiaer,no,2975,no,no,cellular,8,aug,249,2,-1,0,unknown,no
25,admin.,verheiratet,sekundaer,no,894,yes,no,unknown,28,may,328,1,-1,0,unknown,no
38,blue-collar,ledig,primaer,no,490,yes,yes,unknown,25,aug,17,1,-1,0,unknown,no
45,entrepreneur,verheiratet,sekundaer,no,245,yes,no,unknown,14,may,126,3,-1,0,unknown,no
59,management,geschieden,tertiaer,no,0,yes,no,cellular,31,jul,52,8,-1,0,unknown,no
47,management,verheiratet,unknown,no,150,no,no,unknown,9,jun,52,1,-1,0,unknown,no
33,management,verheiratet,tertiaer,no,4,yes,no,cellular,16,jul,285,5,-1,0,unknown,no
59,management,verheiratet,primaer,no,1727,no,no,telephone,25,may,500,4,358,2,failure,yes
41,blue-collar,geschieden,primaer,no,664,no,yes,cellular,15,jul,955,5,-1,0,unknown,yes
42,technician,verheiratet,sekundaer,no,473,yes,no,cellular,7,jul,216,5,-1,0,unknown,no
51,technician,geschieden,tertiaer,no,0,no,no,cellular,28,aug,84,7,-1,0,unknown,no
45,management,verheiratet,tertiaer,no,-192,yes,no,cellular,6,may,138,3,-1,0,unknown,no
30,management,verheiratet,tertiaer,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
33,blue-collar,ledig,sekundaer,no,5137,yes,no,cellular,6,may,123,1,-1,0,unknown,no
43,management,verheiratet,tertiaer,no,13044,no,no,cellular,18,aug,36,4,-1,0,unknown,no
37,blue-collar,verheiratet,sekundaer,no,1053,no,no,unknown,16,jun,405,3,-1,0,unknown,no
73,retired,verheiratet,primaer,no,154,no,no,cellular,15,oct,103,1,-1,0,unknown,no
43,blue-collar,verheiratet,sekundaer,no,625,yes,no,unknown,30,sep,175,1,-1,0,unknown,no
52,unemployed,verheiratet,primaer,no,255,no,yes,cellular,10,jul,374,3,-1,0,unknown,no
44,management,verheiratet,tertiaer,no,529,yes,no,unknown,4,jun,129,4,-1,0,unknown,no
56,management,verheiratet,tertiaer,no,318,no,yes,telephone,9,jul,246,3,-1,0,unknown,no
21,services,ledig,sekundaer,no,1903,yes,no,unknown,29,may,107,2,-1,0,unknown,no
43,unknown,verheiratet,tertiaer,no,1937,no,no,unknown,19,jun,385,1,-1,0,unknown,no
54,management,verheiratet,primaer,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,no
59,technician,verheiratet,primaer,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes
52,blue-collar,verheiratet,primaer,no,230,yes,no,cellular,6,may,198,2,170,2,failure,no
31,admin.,ledig,sekundaer,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,yes
53,admin.,verheiratet,sekundaer,no,263,no,yes,cellular,18,jul,143,7,-1,0,unknown,no
24,technician,ledig,sekundaer,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,no
57,retired,verheiratet,sekundaer,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown,no
48,technician,verheiratet,sekundaer,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
57,technician,verheiratet,sekundaer,no,1469,yes,no,cellular,17,nov,364,1,-1,0,unknown,no
51,technician,verheiratet,sekundaer,no,18,no,yes,cellular,25,jul,363,6,-1,0,unknown,no
50,management,geschieden,tertiaer,no,201,yes,no,cellular,24,jul,248,1,-1,0,unknown,no
34,blue-collar,verheiratet,sekundaer,no,1412,yes,yes,unknown,27,may,157,2,-1,0,unknown,no
43,blue-collar,verheiratet,primaer,no,-93,yes,no,unknown,26,may,402,2,-1,0,unknown,no
31,services,verheiratet,sekundaer,no,-331,yes,no,unknown,23,may,203,5,-1,0,unknown,no
29,blue-collar,verheiratet,unknown,no,486,yes,no,cellular,6,may,422,1,363,1,failure,no
39,blue-collar,verheiratet,primaer,no,694,yes,no,cellular,21,nov,44,1,-1,0,unknown,no
36,management,ledig,tertiaer,no,2806,yes,no,unknown,30,may,358,4,-1,0,unknown,no
38,unemployed,ledig,tertiaer,no,0,no,no,cellular,6,feb,39,2,-1,0,unknown,no
56,management,geschieden,tertiaer,no,2959,yes,no,telephone,18,may,325,1,-1,0,unknown,no
41,housemaid,geschieden,primaer,no,22,yes,no,cellular,18,nov,238,3,126,4,other,no
47,technician,verheiratet,sekundaer,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,yes
38,management,ledig,tertiaer,no,35,yes,no,cellular,17,apr,156,1,273,3,failure,no
80,retired,verheiratet,sekundaer,no,8304,no,no,telephone,6,apr,681,1,118,11,success,no
37,services,verheiratet,sekundaer,no,4760,yes,no,cellular,20,nov,187,2,-1,0,unknown,no
44,management,ledig,tertiaer,no,-1313,yes,yes,cellular,15,may,104,10,-1,0,unknown,no
33,blue-collar,ledig,sekundaer,no,697,no,no,cellular,6,feb,860,2,-1,0,unknown,yes
53,technician,verheiratet,sekundaer,no,230,no,yes,cellular,13,aug,112,2,-1,0,unknown,no
69,retired,verheiratet,tertiaer,no,473,no,no,cellular,7,jul,112,1,78,1,failure,no
46,technician,verheiratet,sekundaer,no,1427,yes,no,unknown,14,may,32,3,-1,0,unknown,no
30,management,ledig,tertiaer,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown,yes
31,self-employed,ledig,sekundaer,no,1086,no,no,cellular,20,nov,410,1,-1,0,unknown,no
38,management,geschieden,tertiaer,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,no
34,services,geschieden,sekundaer,no,44,no,no,unknown,9,jun,118,1,-1,0,unknown,no
48,unknown,verheiratet,unknown,no,286,no,no,cellular,30,jul,166,2,-1,0,unknown,no
46,blue-collar,geschieden,primaer,no,216,no,no,cellular,2,feb,173,1,-1,0,unknown,no
42,admin.,verheiratet,sekundaer,no,214,yes,no,unknown,28,may,21,24,-1,0,unknown,no
41,blue-collar,verheiratet,sekundaer,no,343,yes,no,unknown,14,may,89,7,-1,0,unknown,no
33,blue-collar,verheiratet,sekundaer,no,-77,yes,no,cellular,28,jul,151,3,-1,0,unknown,no
39,blue-collar,verheiratet,primaer,no,1046,no,no,unknown,19,jun,112,4,-1,0,unknown,no
27,student,ledig,sekundaer,no,1566,no,no,cellular,30,jan,164,5,-1,0,unknown,no
26,management,ledig,tertiaer,no,592,no,no,telephone,29,jan,145,2,164,1,other,no
38,management,ledig,tertiaer,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,yes
48,blue-collar,verheiratet,sekundaer,no,0,yes,no,unknown,26,may,105,1,-1,0,unknown,no
54,services,verheiratet,sekundaer,no,-22,no,yes,cellular,9,jul,85,1,-1,0,unknown,no
51,services,verheiratet,sekundaer,no,0,no,no,cellular,18,jul,439,3,-1,0,unknown,no
47,technician,verheiratet,sekundaer,no,72,no,no,unknown,29,may,278,1,-1,0,unknown,no
53,technician,verheiratet,sekundaer,no,100,no,no,cellular,13,aug,205,4,-1,0,unknown,no
35,blue-collar,verheiratet,primaer,no,319,yes,no,cellular,16,jul,221,1,-1,0,unknown,no
58,management,verheiratet,tertiaer,no,9339,yes,no,telephone,18,nov,52,3,172,3,other,no
52,management,geschieden,tertiaer,no,50,yes,no,unknown,12,jun,84,3,-1,0,unknown,no
57,retired,verheiratet,sekundaer,yes,32,yes,no,cellular,15,may,476,3,-1,0,unknown,no
52,management,verheiratet,tertiaer,no,6922,no,no,cellular,20,nov,371,1,-1,0,unknown,no
35,management,ledig,tertiaer,no,633,yes,no,cellular,17,apr,128,3,-1,0,unknown,no
48,technician,verheiratet,sekundaer,no,4265,yes,no,unknown,13,may,220,2,-1,0,unknown,no
46,entrepreneur,verheiratet,tertiaer,no,2262,no,no,telephone,14,jul,44,14,-1,0,unknown,no
39,services,verheiratet,sekundaer,no,1970,yes,no,unknown,8,jun,30,1,404,2,success,no
38,self-employed,geschieden,tertiaer,no,1513,no,no,cellular,7,may,330,1,342,1,failure,no
34,entrepreneur,verheiratet,sekundaer,no,4659,yes,no,unknown,30,aug,28,1,-1,0,unknown,no
47,entrepreneur,verheiratet,primaer,no,668,no,no,cellular,12,may,908,1,-1,0,unknown,no
35,management,geschieden,tertiaer,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown,no
46,blue-collar,geschieden,primaer,no,452,yes,no,unknown,9,may,113,4,-1,0,unknown,no
27,admin.,ledig,sekundaer,no,-145,yes,no,telephone,15,may,289,8,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,-498,yes,no,cellular,21,jul,357,1,-1,0,unknown,no
31,management,ledig,tertiaer,no,0,no,no,cellular,28,aug,38,16,-1,0,unknown,no
46,admin.,verheiratet,sekundaer,no,22,yes,no,cellular,7,aug,414,4,-1,0,unknown,no
31,admin.,verheiratet,sekundaer,no,2304,yes,no,cellular,20,nov,257,2,-1,0,unknown,no
33,management,verheiratet,tertiaer,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,yes
42,housemaid,verheiratet,primaer,no,145,no,no,cellular,20,aug,252,2,-1,0,unknown,no
33,management,ledig,primaer,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no
40,housemaid,verheiratet,primaer,no,1832,no,no,cellular,6,feb,213,4,-1,0,unknown,no
51,blue-collar,verheiratet,primaer,no,3726,no,yes,cellular,27,aug,119,12,-1,0,unknown,no
31,unemployed,verheiratet,tertiaer,no,591,no,no,cellular,21,nov,161,2,-1,0,unknown,no
62,retired,geschieden,tertiaer,no,0,no,no,cellular,13,nov,227,2,-1,0,unknown,yes
24,student,ledig,sekundaer,no,508,yes,no,telephone,18,may,12,3,374,1,other,no
48,unemployed,verheiratet,sekundaer,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
41,technician,geschieden,sekundaer,no,348,yes,no,cellular,7,may,225,2,275,2,failure,no
43,management,verheiratet,tertiaer,no,291,yes,no,unknown,9,may,150,2,-1,0,unknown,no
52,technician,verheiratet,sekundaer,no,3554,no,yes,cellular,8,jul,89,1,-1,0,unknown,no
54,blue-collar,verheiratet,primaer,no,781,yes,no,unknown,9,may,103,2,-1,0,unknown,no
32,technician,geschieden,tertiaer,no,267,no,no,cellular,26,may,128,1,-1,0,unknown,no
38,blue-collar,verheiratet,primaer,no,1327,yes,no,cellular,20,nov,277,1,-1,0,unknown,no
41,admin.,verheiratet,primaer,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes
31,blue-collar,ledig,primaer,no,864,yes,no,telephone,14,may,113,2,-1,0,unknown,no
35,housemaid,verheiratet,tertiaer,no,1265,yes,no,cellular,15,may,326,5,179,4,failure,yes
26,admin.,verheiratet,sekundaer,no,0,no,no,unknown,27,may,755,1,-1,0,unknown,no
52,technician,verheiratet,tertiaer,no,214,no,no,cellular,29,aug,161,3,-1,0,unknown,no
58,retired,verheiratet,sekundaer,no,425,yes,yes,cellular,17,nov,100,1,-1,0,unknown,no
57,housemaid,verheiratet,tertiaer,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown,no
34,management,verheiratet,tertiaer,no,0,yes,no,unknown,8,may,214,2,-1,0,unknown,no
59,blue-collar,verheiratet,primaer,no,0,no,no,cellular,18,nov,167,2,-1,0,unknown,no
27,technician,ledig,sekundaer,no,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,no
42,entrepreneur,verheiratet,tertiaer,no,0,no,no,cellular,9,jul,236,1,-1,0,unknown,no
47,housemaid,ledig,tertiaer,no,3727,no,no,unknown,12,jun,993,6,-1,0,unknown,yes
33,blue-collar,verheiratet,sekundaer,no,0,yes,yes,cellular,28,jul,83,12,-1,0,unknown,no
31,services,ledig,sekundaer,no,864,yes,no,cellular,6,may,100,1,-1,0,unknown,no
37,management,verheiratet,tertiaer,no,4089,yes,no,cellular,2,feb,289,2,174,4,other,yes
29,blue-collar,verheiratet,sekundaer,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown,no
38,unemployed,verheiratet,primaer,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,no
35,self-employed,verheiratet,sekundaer,no,8883,no,no,cellular,21,nov,33,3,-1,0,unknown,no
31,technician,ledig,sekundaer,no,1970,no,no,telephone,17,apr,284,3,-1,0,unknown,no
62,management,verheiratet,tertiaer,no,1859,no,no,telephone,6,aug,245,3,-1,0,unknown,yes
32,technician,ledig,tertiaer,no,1059,yes,no,cellular,17,apr,115,1,-1,0,unknown,no
31,services,verheiratet,sekundaer,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no
51,blue-collar,geschieden,primaer,no,602,yes,no,cellular,11,may,347,1,284,2,failure,no
29,services,ledig,sekundaer,no,0,no,no,cellular,17,jul,58,1,-1,0,unknown,no
43,blue-collar,verheiratet,primaer,no,255,yes,no,cellular,17,jul,180,1,-1,0,unknown,no
36,blue-collar,verheiratet,sekundaer,no,63,yes,no,unknown,2,jun,56,8,-1,0,unknown,no
34,self-employed,verheiratet,primaer,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,no
29,services,verheiratet,sekundaer,no,57,yes,no,telephone,21,jul,342,9,-1,0,unknown,no
57,retired,verheiratet,sekundaer,no,523,no,yes,cellular,2,feb,49,6,-1,0,unknown,no
43,management,verheiratet,tertiaer,no,422,no,no,cellular,12,aug,110,1,-1,0,unknown,no
33,services,verheiratet,sekundaer,no,386,no,no,cellular,12,nov,253,1,92,4,failure,yes
60,management,verheiratet,tertiaer,no,3387,no,no,cellular,14,aug,636,2,-1,0,unknown,no
51,technician,verheiratet,primaer,no,260,no,no,cellular,19,aug,137,2,-1,0,unknown,no
40,admin.,ledig,sekundaer,no,-1,no,no,cellular,7,jul,173,1,-1,0,unknown,no
51,technician,verheiratet,sekundaer,no,1490,yes,no,cellular,18,jul,227,2,-1,0,unknown,no
38,services,verheiratet,sekundaer,no,497,yes,yes,unknown,19,may,88,5,-1,0,unknown,no
35,technician,verheiratet,sekundaer,no,1707,yes,no,unknown,2,jun,426,3,-1,0,unknown,no
47,technician,verheiratet,sekundaer,no,826,yes,no,telephone,18,nov,195,3,112,8,other,no
45,blue-collar,verheiratet,primaer,no,907,no,no,cellular,18,aug,230,8,-1,0,unknown,no
40,services,verheiratet,sekundaer,no,1836,yes,no,cellular,12,may,750,2,-1,0,unknown,yes
29,entrepreneur,ledig,sekundaer,no,404,no,no,cellular,30,jan,413,3,-1,0,unknown,no
52,management,geschieden,tertiaer,no,907,yes,no,unknown,4,jun,104,2,-1,0,unknown,no
26,technician,verheiratet,sekundaer,no,18,yes,yes,cellular,5,may,138,1,-1,0,unknown,no
